Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_03289,0.329,20.67,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_36565,0.356,21.81,91.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_22519,0.318,16.6,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_07741,0.373,16.46,95.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_25684,0.356,21.63,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_08790,0.366,20.58,95.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_30353,0.412,17.27,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_17116,0.336,16.22,96.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_02098,0.33,17.31,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_02219,0.364,16.48,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_27568,0.372,15.23,92.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_29963,0.294,20.58,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_16860,0.372,16.81,91.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_05760,0.305,22.71,92.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_36163,0.323,14.31,93.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_04974,0.359,19.33,94.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_10842,0.381,19.85,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_10392,0.344,15.07,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_38990,0.347,18.12,96.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_15733,0.317,19.84,96.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_24148,0.361,19.53,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_35536,0.328,17.64,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_36953,0.321,18.39,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_14727,0.313,20.0,94.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_09433,0.41,24.28,95.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_16093,0.333,19.69,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_26291,0.416,22.23,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_20305,0.29,19.92,94.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_22052,0.39,18.46,93.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_36506,0.337,19.13,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_04093,0.325,20.38,92.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_30097,0.323,18.52,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_18809,0.341,19.14,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_00019,0.363,19.57,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_33378,0.33,24.15,96.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_16896,0.361,22.36,92.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_22972,0.394,16.22,93.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_19347,0.329,14.77,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_03235,0.27,13.89,92.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_18889,0.3,16.04,93.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_25939,0.272,18.92,94.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_22327,0.386,20.01,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_02549,0.391,17.83,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_38598,0.33,17.28,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_13230,0.34,21.63,94.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_26605,0.351,18.16,94.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_34761,0.283,16.48,91.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_07596,0.353,19.43,95.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_27307,0.342,19.11,93.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_38381,0.298,20.35,96.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_06379,0.307,18.32,94.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_08980,0.28,15.89,96.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_39423,0.35,18.82,94.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_17129,0.332,20.08,96.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_23075,0.326,18.08,95.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_37797,0.334,15.93,95.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_17611,0.236,19.82,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_12181,0.327,19.22,91.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_19635,0.339,21.11,93.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_25474,0.362,18.16,95.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_03956,0.397,17.28,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_00492,0.425,18.83,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_15755,0.338,18.97,94.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_33722,0.372,18.74,93.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_03145,0.361,18.22,93.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_25754,0.352,19.45,96.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_07084,0.278,20.45,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_02590,0.352,17.97,94.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_39817,0.328,20.56,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_06976,0.253,14.73,95.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_16882,0.325,17.46,90.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_20575,0.368,19.31,95.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_35776,0.344,17.67,95.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_38632,0.398,19.06,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_39843,0.357,20.59,94.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_05526,0.365,20.37,95.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_13100,0.303,16.17,93.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_04163,0.292,17.09,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_15393,0.355,17.31,96.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_02591,0.302,18.26,95.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_33244,0.33,20.33,95.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_04932,0.41,19.55,93.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_05496,0.299,16.65,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_18666,0.349,19.12,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_37532,0.326,16.02,92.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_29164,0.269,21.0,94.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_13204,0.31,22.66,93.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_23979,0.321,18.79,92.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_20209,0.306,17.48,92.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_06377,0.398,16.91,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_36103,0.382,22.45,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_22624,0.311,19.52,94.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_39821,0.323,20.9,94.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_05580,0.337,18.17,96.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_34089,0.318,18.64,92.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_34727,0.294,20.83,92.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_21085,0.26,23.69,97.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_20812,0.242,17.03,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_34438,0.359,19.65,94.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_14170,0.354,18.78,91.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_21294,0.367,20.02,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_09621,0.348,17.73,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_15633,0.34,17.62,94.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_08551,0.34,18.76,96.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_16743,0.394,19.01,93.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_07588,0.392,13.88,93.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_17615,0.354,19.75,97.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_38729,0.346,15.55,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_10225,0.344,19.34,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_34599,0.338,20.56,91.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_19561,0.308,17.82,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_11385,0.369,17.84,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_09280,0.391,18.41,95.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_39084,0.385,15.1,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_27172,0.451,16.79,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_17922,0.238,21.26,96.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_38607,0.324,17.35,94.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_05471,0.346,18.13,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_21820,0.324,15.57,93.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_24446,0.284,19.79,92.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_28669,0.376,20.45,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_14696,0.27,17.77,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_11857,0.392,20.85,92.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_18617,0.363,18.31,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_35387,0.312,16.65,92.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_15034,0.37,17.97,95.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_12482,0.319,18.75,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_35482,0.282,18.59,92.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_24377,0.381,16.24,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_05529,0.335,20.17,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_24981,0.384,13.0,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_29293,0.304,18.34,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_12261,0.367,17.5,92.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_34242,0.224,18.83,95.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_32001,0.382,17.84,92.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_21847,0.321,18.18,93.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_33433,0.278,15.37,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_35758,0.381,17.79,91.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_26459,0.295,20.56,95.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_10044,0.336,19.12,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_11951,0.303,17.33,92.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_02564,0.303,17.34,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_37223,0.342,19.59,91.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_18068,0.37,22.73,91.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_34597,0.36,17.64,96.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_04359,0.237,16.12,94.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_34433,0.322,18.98,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_34355,0.315,19.76,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_31432,0.306,16.78,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_19296,0.366,18.99,94.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_21519,0.294,21.0,93.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_00243,0.376,18.48,95.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_12186,0.346,19.51,93.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_14747,0.393,18.51,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_18369,0.342,19.79,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_36230,0.319,20.34,95.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_07311,0.374,17.37,90.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_24615,0.319,17.96,91.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_02883,0.341,19.16,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_38177,0.322,16.62,95.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_12080,0.285,16.81,96.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_15440,0.421,19.1,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_05571,0.355,17.71,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_10507,0.34,16.66,93.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_10600,0.374,21.0,96.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_36871,0.344,20.41,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_39938,0.287,19.15,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_01675,0.359,20.63,95.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_31043,0.302,18.05,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_36350,0.334,18.94,93.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_13508,0.267,17.75,93.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_12997,0.333,20.83,93.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_14396,0.388,20.81,92.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_04511,0.327,15.8,94.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_21756,0.343,19.22,94.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_08543,0.254,21.94,95.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_39770,0.397,17.27,93.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_36577,0.276,21.86,95.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_09841,0.352,18.74,96.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_06145,0.266,15.38,94.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_23275,0.389,19.97,92.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_19611,0.355,20.31,96.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_32336,0.312,19.44,90.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_33658,0.295,20.93,96.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_24350,0.382,18.58,92.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_12252,0.37,21.15,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_36929,0.358,17.82,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_27415,0.349,20.56,91.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_15049,0.293,17.54,93.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_39224,0.347,19.64,92.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_20821,0.301,17.59,95.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_23646,0.343,15.49,92.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_21350,0.333,19.54,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_04992,0.344,16.56,92.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_38553,0.321,20.57,92.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_32290,0.341,19.26,91.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_01071,0.287,22.43,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_17761,0.346,17.58,92.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_24325,0.308,18.34,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_08796,0.298,17.15,95.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_20007,0.413,19.38,94.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_07315,0.367,20.82,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_17869,0.324,20.09,93.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_06999,0.396,18.53,94.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_08409,0.296,16.73,96.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_32514,0.38,17.45,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_28188,0.353,17.38,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_14418,0.333,24.56,95.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_16593,0.325,18.82,92.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_22217,0.349,17.73,93.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_34468,0.317,20.54,95.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_35511,0.394,15.74,92.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_01957,0.359,19.87,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_32418,0.344,20.02,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_34500,0.342,14.65,92.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_12492,0.28,19.81,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_05297,0.352,22.63,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_15170,0.337,18.74,94.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_03053,0.329,21.47,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_34010,0.326,22.27,92.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_10258,0.368,19.1,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_08619,0.343,19.1,95.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_31810,0.424,18.34,94.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_31414,0.211,20.04,95.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_30767,0.35,21.82,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_04207,0.336,22.46,91.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_08325,0.289,14.71,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_33171,0.323,18.82,94.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_00103,0.333,19.65,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_21057,0.339,19.04,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_01594,0.3,17.1,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_39458,0.394,16.19,92.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_01817,0.332,15.36,95.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_27634,0.356,19.59,95.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_10250,0.345,19.99,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_00401,0.299,17.73,92.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_10188,0.321,20.41,92.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_03592,0.355,21.83,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_24301,0.322,21.29,92.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_08610,0.349,22.92,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_30764,0.351,21.48,93.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_10129,0.261,18.1,95.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_18632,0.302,19.24,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_33176,0.349,17.78,93.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_13583,0.286,21.87,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_05522,0.316,24.89,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_05176,0.307,20.56,93.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_08461,0.366,16.65,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_16427,0.394,17.73,94.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_39356,0.394,19.21,94.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_06949,0.329,17.75,95.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_30223,0.345,19.27,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_12390,0.361,21.4,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_21600,0.439,15.45,92.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_16913,0.356,15.92,95.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_10939,0.397,18.79,95.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_33871,0.309,19.42,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_01999,0.296,18.66,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_06064,0.321,20.93,92.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_32690,0.377,17.95,94.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_10267,0.37,18.76,95.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_21967,0.296,18.51,92.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_06073,0.306,17.8,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_34971,0.371,20.7,92.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_11338,0.327,19.25,92.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_19725,0.32,16.2,96.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_01592,0.421,17.19,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_12205,0.313,20.31,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_31378,0.379,18.67,95.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_18570,0.36,17.89,92.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_02314,0.381,19.88,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_14051,0.319,18.76,93.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_22435,0.424,17.98,91.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_34748,0.32,20.84,95.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_36804,0.288,19.01,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_17573,0.312,17.86,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_00562,0.298,21.63,96.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_27600,0.372,23.17,94.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_27135,0.409,17.69,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_12034,0.284,14.8,92.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_09483,0.321,20.89,95.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_00413,0.363,20.57,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_37820,0.249,19.43,93.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_30562,0.421,18.3,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_35253,0.312,16.03,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_05039,0.337,15.38,96.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_27272,0.325,18.78,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_03928,0.404,18.19,95.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_39179,0.355,18.68,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_08650,0.344,18.91,92.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_32567,0.353,20.15,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_33394,0.344,19.8,92.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_21297,0.263,21.33,93.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_03011,0.308,17.5,93.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_26912,0.388,16.14,92.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_28918,0.304,17.21,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_39664,0.351,21.33,91.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_30185,0.327,17.94,91.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_34321,0.337,17.47,94.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_19964,0.384,16.9,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_02381,0.322,16.12,95.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_17700,0.335,17.71,96.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_26586,0.291,15.53,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_37054,0.329,18.29,95.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_21048,0.276,19.2,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_31449,0.315,15.76,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_16836,0.303,19.85,95.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_22863,0.341,17.48,95.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_07709,0.354,19.21,93.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_03111,0.379,17.79,92.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_31240,0.322,14.74,92.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_05575,0.361,18.69,93.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_25389,0.276,18.79,92.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_01174,0.334,17.78,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_33094,0.379,21.97,92.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_36734,0.412,23.29,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_27867,0.338,18.44,95.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_10117,0.429,18.27,95.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_24723,0.346,19.49,95.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_10016,0.392,17.03,93.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_19858,0.272,17.94,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_30429,0.357,18.97,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_25475,0.3,18.82,91.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_07236,0.346,20.22,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_01380,0.415,20.16,95.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_23252,0.352,17.04,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_34853,0.389,20.22,94.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_22099,0.343,18.11,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_10845,0.32,19.3,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_37527,0.323,20.26,94.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_24784,0.376,20.01,95.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_07282,0.339,20.02,91.19,
